capture_id,subject_id,posture,calibration_id,status,c1_valid_joints,c2_valid_joints,head_visible,shoulders_visible,hips_visible,multicam_consistent,reason
CAP000492,S014,upright,CAL_009,PASS,13,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000493,S014,leaning_forward,CAL_009,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000494,S014,leaning_forward,CAL_009,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000495,S014,leaning_forward,CAL_009,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000496,S014,leaning_forward,CAL_009,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000497,S014,leaning_backward,CAL_009,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000498,S014,leaning_backward,CAL_009,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000499,S014,leaning_backward,CAL_009,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000500,S014,leaning_backward,CAL_009,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000501,S014,leaning_backward,CAL_009,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000502,S014,leaning_left,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000503,S014,leaning_left,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000504,S014,leaning_left,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000505,S014,leaning_left,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000506,S014,leaning_left,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000507,S014,leaning_right,CAL_009,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000508,S014,leaning_right,CAL_009,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000509,S014,leaning_right,CAL_009,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000510,S014,leaning_right,CAL_009,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000511,S014,slouching,CAL_009,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000512,S014,slouching,CAL_009,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000513,S014,slouching,CAL_009,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000514,S014,slouching,CAL_009,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000515,S014,slouching,CAL_009,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000516,S014,forward_head,CAL_009,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000517,S014,forward_head,CAL_009,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000518,S014,forward_head,CAL_009,REVIEW,15,9,False,True,True,True,Slight limb occlusion but torso and shoulders fully preserved
CAP000519,S014,forward_head,CAL_009,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000520,S014,forward_head,CAL_009,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000521,S014,reject,CAL_009,REVIEW,11,10,False,True,True,True,Slight limb occlusion but torso and shoulders fully preserved
CAP000522,S014,reject,CAL_009,REVIEW,11,10,False,True,True,True,Slight limb occlusion but torso and shoulders fully preserved
CAP000523,S015,upright,CAL_009,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000524,S015,upright,CAL_009,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000525,S015,upright,CAL_009,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000526,S015,upright,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000527,S015,upright,CAL_009,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000528,S015,leaning_forward,CAL_009,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000529,S015,leaning_forward,CAL_009,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000530,S015,leaning_forward,CAL_009,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000531,S015,leaning_forward,CAL_009,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000532,S015,leaning_forward,CAL_009,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000533,S015,leaning_backward,CAL_009,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000534,S015,leaning_backward,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000535,S015,leaning_backward,CAL_009,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000536,S015,leaning_backward,CAL_009,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000537,S015,leaning_backward,CAL_009,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000538,S015,leaning_left,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000539,S015,leaning_left,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000540,S015,leaning_left,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000541,S015,leaning_left,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000542,S015,leaning_left,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000543,S015,leaning_right,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000544,S015,leaning_right,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000545,S015,leaning_right,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000546,S015,leaning_right,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000547,S015,leaning_right,CAL_009,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000548,S015,slouching,CAL_009,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000549,S015,slouching,CAL_009,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000550,S015,slouching,CAL_009,FAIL,16,10,True,True,False,True,Incomplete torso keypoints or severe multicam mismatch
CAP000551,S015,slouching,CAL_009,FAIL,15,10,True,True,False,True,Incomplete torso keypoints or severe multicam mismatch
CAP000552,S015,slouching,CAL_009,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000553,S015,forward_head,CAL_009,FAIL,15,8,True,True,False,True,Incomplete torso keypoints or severe multicam mismatch
CAP000554,S015,forward_head,CAL_009,FAIL,15,9,True,True,False,True,Incomplete torso keypoints or severe multicam mismatch
CAP000555,S015,forward_head,CAL_009,FAIL,15,9,True,True,False,True,Incomplete torso keypoints or severe multicam mismatch
CAP000556,S015,forward_head,CAL_009,FAIL,15,8,True,True,False,True,Incomplete torso keypoints or severe multicam mismatch
CAP000557,S015,forward_head,CAL_009,FAIL,15,9,True,True,False,True,Incomplete torso keypoints or severe multicam mismatch
CAP000558,S015,forward_head,CAL_009,FAIL,15,8,True,True,False,True,Incomplete torso keypoints or severe multicam mismatch
CAP000559,S015,reject,CAL_009,PASS,11,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000560,S015,reject,CAL_009,PASS,17,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000561,S016,upright,CAL_009,PASS,17,14,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000562,S016,upright,CAL_009,PASS,17,14,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000563,S016,upright,CAL_009,PASS,17,14,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000564,S016,upright,CAL_009,PASS,17,14,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000565,S016,upright,CAL_009,PASS,17,14,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000566,S016,leaning_forward,CAL_009,PASS,17,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000567,S016,leaning_forward,CAL_009,PASS,17,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000568,S016,leaning_forward,CAL_009,PASS,17,14,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000569,S016,leaning_forward,CAL_009,PASS,17,14,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000570,S016,leaning_forward,CAL_009,PASS,17,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000571,S016,leaning_backward,CAL_009,PASS,17,14,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000572,S016,leaning_backward,CAL_009,PASS,17,14,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000573,S016,leaning_backward,CAL_009,PASS,17,14,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000574,S016,leaning_backward,CAL_009,PASS,17,14,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000575,S016,leaning_backward,CAL_009,PASS,17,14,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000576,S016,leaning_left,CAL_009,PASS,15,14,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000577,S016,leaning_left,CAL_009,PASS,16,14,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000578,S016,leaning_left,CAL_009,PASS,15,14,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000579,S016,leaning_left,CAL_009,PASS,15,14,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000580,S016,leaning_left,CAL_009,PASS,15,14,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000581,S016,leaning_right,CAL_009,PASS,17,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000582,S016,leaning_right,CAL_009,PASS,17,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000583,S016,leaning_right,CAL_009,PASS,17,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000584,S016,leaning_right,CAL_009,PASS,17,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000585,S016,leaning_right,CAL_009,PASS,17,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000586,S016,slouching,CAL_009,PASS,17,14,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000587,S016,slouching,CAL_009,PASS,17,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000588,S016,slouching,CAL_009,PASS,17,14,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000589,S016,slouching,CAL_009,PASS,17,14,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000590,S016,slouching,CAL_009,PASS,17,14,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000591,S016,forward_head,CAL_009,PASS,17,14,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000592,S016,forward_head,CAL_009,PASS,17,14,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000593,S016,forward_head,CAL_009,PASS,17,14,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000594,S016,forward_head,CAL_009,PASS,17,14,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000595,S016,forward_head,CAL_009,PASS,17,14,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000596,S016,reject,CAL_009,PASS,17,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000597,S017,upright,CAL_009,PASS,13,10,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000598,S017,upright,CAL_009,REVIEW,13,9,True,True,True,True,Slight limb occlusion but torso and shoulders fully preserved
CAP000599,S017,upright,CAL_009,REVIEW,13,9,True,True,True,True,Slight limb occlusion but torso and shoulders fully preserved
CAP000600,S017,upright,CAL_009,PASS,14,10,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000601,S017,upright,CAL_009,PASS,13,10,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000602,S017,leaning_forward,CAL_009,REVIEW,13,9,True,True,True,True,Slight limb occlusion but torso and shoulders fully preserved
CAP000603,S017,leaning_forward,CAL_009,PASS,13,10,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000604,S017,leaning_forward,CAL_009,PASS,13,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000605,S017,leaning_forward,CAL_009,PASS,13,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000606,S017,leaning_forward,CAL_009,PASS,13,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000607,S017,leaning_backward,CAL_009,REVIEW,15,9,True,True,True,True,Slight limb occlusion but torso and shoulders fully preserved
CAP000608,S017,leaning_backward,CAL_009,REVIEW,15,9,True,True,True,True,Slight limb occlusion but torso and shoulders fully preserved
CAP000609,S017,leaning_backward,CAL_009,REVIEW,15,9,True,True,True,True,Slight limb occlusion but torso and shoulders fully preserved
CAP000610,S017,leaning_backward,CAL_009,PASS,15,10,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000611,S017,leaning_backward,CAL_009,REVIEW,15,9,True,True,True,True,Slight limb occlusion but torso and shoulders fully preserved
CAP000612,S017,leaning_left,CAL_009,PASS,14,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000613,S017,leaning_left,CAL_009,PASS,13,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000614,S017,leaning_left,CAL_009,PASS,13,10,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000615,S017,leaning_left,CAL_009,PASS,13,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000616,S017,leaning_left,CAL_009,PASS,13,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000617,S017,leaning_right,CAL_009,FAIL,13,7,True,True,False,True,Incomplete torso keypoints or severe multicam mismatch
CAP000618,S017,leaning_right,CAL_009,FAIL,13,7,True,True,False,True,Incomplete torso keypoints or severe multicam mismatch
CAP000619,S017,leaning_right,CAL_009,FAIL,13,7,True,True,False,True,Incomplete torso keypoints or severe multicam mismatch
CAP000620,S017,leaning_right,CAL_009,FAIL,14,7,True,True,False,True,Incomplete torso keypoints or severe multicam mismatch
CAP000621,S017,leaning_right,CAL_009,FAIL,13,7,True,True,False,True,Incomplete torso keypoints or severe multicam mismatch
CAP000622,S017,slouching,CAL_009,PASS,15,10,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000623,S017,slouching,CAL_009,REVIEW,15,9,True,True,True,True,Slight limb occlusion but torso and shoulders fully preserved
CAP000624,S017,slouching,CAL_009,REVIEW,15,9,True,True,True,True,Slight limb occlusion but torso and shoulders fully preserved
CAP000625,S017,slouching,CAL_009,REVIEW,14,9,True,True,True,True,Slight limb occlusion but torso and shoulders fully preserved
CAP000626,S017,slouching,CAL_009,REVIEW,15,9,True,True,True,True,Slight limb occlusion but torso and shoulders fully preserved
CAP000627,S017,forward_head,CAL_009,PASS,13,10,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000628,S017,forward_head,CAL_009,PASS,13,10,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000629,S017,forward_head,CAL_009,FAIL,13,9,True,True,False,True,Incomplete torso keypoints or severe multicam mismatch
CAP000630,S017,forward_head,CAL_009,FAIL,13,7,True,True,False,True,Incomplete torso keypoints or severe multicam mismatch
CAP000631,S017,forward_head,CAL_009,FAIL,13,9,True,True,False,True,Incomplete torso keypoints or severe multicam mismatch
CAP000632,S017,reject,CAL_009,PASS,17,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000633,S018,upright,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000634,S018,upright,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000635,S018,upright,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000636,S018,upright,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000637,S018,upright,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000638,S018,leaning_forward,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000639,S018,leaning_forward,CAL_009,PASS,15,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000640,S018,leaning_forward,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000641,S018,leaning_forward,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000642,S018,leaning_forward,CAL_009,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000643,S018,leaning_backward,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000644,S018,leaning_backward,CAL_009,PASS,15,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000645,S018,leaning_backward,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000646,S018,leaning_backward,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000647,S018,leaning_backward,CAL_009,PASS,15,14,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000648,S018,leaning_left,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000649,S018,leaning_left,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000650,S018,leaning_left,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000651,S018,leaning_left,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000652,S018,leaning_left,CAL_009,PASS,15,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000653,S018,leaning_right,CAL_009,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000654,S018,leaning_right,CAL_009,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000655,S018,leaning_right,CAL_009,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000656,S018,leaning_right,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000657,S018,leaning_right,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000658,S018,slouching,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000659,S018,slouching,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000660,S018,slouching,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000661,S018,slouching,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000662,S018,slouching,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000663,S018,forward_head,CAL_009,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000664,S018,forward_head,CAL_009,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000665,S018,forward_head,CAL_009,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000666,S018,forward_head,CAL_009,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000667,S018,forward_head,CAL_009,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000668,S018,reject,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000669,S019,upright,CAL_009,PASS,14,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000670,S019,upright,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000671,S019,upright,CAL_009,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000672,S019,upright,CAL_009,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000673,S019,upright,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000674,S019,leaning_forward,CAL_009,PASS,15,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000675,S019,leaning_forward,CAL_009,PASS,15,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000676,S019,leaning_forward,CAL_009,PASS,15,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000677,S019,leaning_forward,CAL_009,PASS,15,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000678,S019,leaning_forward,CAL_009,PASS,15,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000679,S019,leaning_backward,CAL_009,PASS,15,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000680,S019,leaning_backward,CAL_009,PASS,15,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000681,S019,leaning_backward,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000682,S019,leaning_backward,CAL_009,PASS,15,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000683,S019,leaning_backward,CAL_009,PASS,15,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000684,S019,leaning_left,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000685,S019,leaning_left,CAL_009,PASS,15,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000686,S019,leaning_left,CAL_009,PASS,15,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000687,S019,leaning_left,CAL_009,PASS,15,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000688,S019,leaning_left,CAL_009,PASS,15,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000689,S019,leaning_right,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000690,S019,leaning_right,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000691,S019,leaning_right,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000692,S019,leaning_right,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000693,S019,leaning_right,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000694,S019,slouching,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000695,S019,slouching,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000696,S019,slouching,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000697,S019,slouching,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000698,S019,slouching,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000699,S019,forward_head,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000700,S019,forward_head,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000701,S019,forward_head,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000702,S019,forward_head,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000703,S019,forward_head,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000704,S020,upright,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000705,S020,upright,CAL_009,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000706,S020,upright,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000707,S020,upright,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000708,S020,upright,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000709,S020,leaning_forward,CAL_009,PASS,15,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000710,S020,leaning_forward,CAL_009,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000711,S020,leaning_forward,CAL_009,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000712,S020,leaning_forward,CAL_009,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000713,S020,leaning_forward,CAL_009,PASS,15,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000714,S020,leaning_backward,CAL_009,PASS,15,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000715,S020,leaning_backward,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000716,S020,leaning_backward,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000717,S020,leaning_backward,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000718,S020,leaning_backward,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000719,S020,leaning_left,CAL_009,PASS,15,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000720,S020,leaning_left,CAL_009,PASS,15,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000721,S020,leaning_left,CAL_009,PASS,15,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000722,S020,leaning_left,CAL_009,PASS,15,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000723,S020,leaning_left,CAL_009,PASS,15,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000724,S020,leaning_right,CAL_009,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000725,S020,leaning_right,CAL_009,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000726,S020,leaning_right,CAL_009,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000727,S020,leaning_right,CAL_009,PASS,15,11,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000728,S020,leaning_right,CAL_009,PASS,15,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000729,S020,slouching,CAL_009,PASS,16,12,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000730,S020,slouching,CAL_009,PASS,17,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000731,S020,slouching,CAL_009,PASS,17,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000732,S020,slouching,CAL_009,PASS,17,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000733,S020,slouching,CAL_009,PASS,17,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000734,S020,forward_head,CAL_009,PASS,15,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
CAP000735,S020,forward_head,CAL_009,PASS,15,13,True,True,True,True,Full anatomical keypoints valid and multicam consistent
