image_id,capture_id,subject_id,camera_id,view_role,posture,candidates_count,status,target_area_ratio,target_conf,mean_kpt_conf,torso_kpts_valid,notes
S012_SE01_CAP000445_CAM01,CAP000445,S012,CAM01,frontal,slouching,2,multiple_candidates,0.2257000058889389,0.9261,0.7863,4,Multiple candidates (2); Default YOLO correctly aligns with target
S012_SE01_CAP000445_CAM02,CAP000445,S012,CAM02,lateral,slouching,4,multiple_candidates,0.3174000084400177,0.9232,0.5683,4,Multiple candidates (4); Default YOLO correctly aligns with target
S012_SE01_CAP000446_CAM01,CAP000446,S012,CAM01,frontal,forward_head,1,correct_target,0.21699999272823334,0.9345,0.7744,4,Single clean target in frame
S012_SE01_CAP000446_CAM02,CAP000446,S012,CAM02,lateral,forward_head,4,multiple_candidates,0.28439998626708984,0.9186,0.5103,4,Multiple candidates (4); Default YOLO correctly aligns with target
S012_SE01_CAP000447_CAM01,CAP000447,S012,CAM01,frontal,forward_head,1,correct_target,0.2167000025510788,0.9307,0.7799,4,Single clean target in frame
S012_SE01_CAP000447_CAM02,CAP000447,S012,CAM02,lateral,forward_head,5,multiple_candidates,0.28790000081062317,0.9187,0.5276,4,Multiple candidates (5); Default YOLO correctly aligns with target
S012_SE01_CAP000448_CAM01,CAP000448,S012,CAM01,frontal,forward_head,1,correct_target,0.21860000491142273,0.9313,0.7707,4,Single clean target in frame
S012_SE01_CAP000448_CAM02,CAP000448,S012,CAM02,lateral,forward_head,4,multiple_candidates,0.2921000123023987,0.9115,0.5004,4,Multiple candidates (4); Default YOLO correctly aligns with target
S012_SE01_CAP000449_CAM01,CAP000449,S012,CAM01,frontal,forward_head,1,correct_target,0.22139999270439148,0.9336,0.7754,4,Single clean target in frame
S012_SE01_CAP000449_CAM02,CAP000449,S012,CAM02,lateral,forward_head,5,multiple_candidates,0.29339998960494995,0.9188,0.5224,4,Multiple candidates (5); Default YOLO correctly aligns with target
S012_SE01_CAP000450_CAM01,CAP000450,S012,CAM01,frontal,forward_head,2,multiple_candidates,0.22220000624656677,0.9397,0.7851,4,Multiple candidates (2); Default YOLO correctly aligns with target
S012_SE01_CAP000450_CAM02,CAP000450,S012,CAM02,lateral,forward_head,4,multiple_candidates,0.2930000126361847,0.9033,0.5054,4,Multiple candidates (4); Default YOLO correctly aligns with target
S012_SE01_CAP000451_CAM01,CAP000451,S012,CAM01,frontal,reject,3,multiple_candidates,0.39070001244544983,0.9311,0.7898,4,Multiple candidates (3); Default YOLO correctly aligns with target
S012_SE01_CAP000451_CAM02,CAP000451,S012,CAM02,lateral,reject,4,multiple_candidates,0.3181999921798706,0.9103,0.6667,4,Multiple candidates (4); Default YOLO correctly aligns with target
S012_SE01_CAP000452_CAM01,CAP000452,S012,CAM01,frontal,reject,1,correct_target,0.3499999940395355,0.917,0.5986,4,Single clean target in frame
S012_SE01_CAP000452_CAM02,CAP000452,S012,CAM02,lateral,reject,5,wrong_person_risk,0.5015000104904175,0.2732,0.4299,2,Multiple candidates (5); Default YOLO picks non-target candidate 0!
S013_SE01_CAP000453_CAM01,CAP000453,S013,CAM01,frontal,upright,4,multiple_candidates,0.23260000348091125,0.8961,0.8045,4,Multiple candidates (4); Default YOLO correctly aligns with target
S013_SE01_CAP000453_CAM02,CAP000453,S013,CAM02,lateral,upright,4,wrong_person_risk,0.22040000557899475,0.7625,0.4901,4,Multiple candidates (4); Default YOLO picks non-target candidate 0!
S013_SE01_CAP000454_CAM01,CAP000454,S013,CAM01,frontal,upright,3,multiple_candidates,0.2386000007390976,0.9012,0.7945,4,Multiple candidates (3); Default YOLO correctly aligns with target
S013_SE01_CAP000454_CAM02,CAP000454,S013,CAM02,lateral,upright,3,wrong_person_risk,0.4025999903678894,0.554,0.4473,4,Multiple candidates (3); Default YOLO picks non-target candidate 0!
S013_SE01_CAP000455_CAM01,CAP000455,S013,CAM01,frontal,upright,2,multiple_candidates,0.18729999661445618,0.9006,0.7922,4,Multiple candidates (2); Default YOLO correctly aligns with target
S013_SE01_CAP000455_CAM02,CAP000455,S013,CAM02,lateral,upright,6,multiple_candidates,0.3937000036239624,0.7742,0.6053,4,Multiple candidates (6); Default YOLO correctly aligns with target
S013_SE01_CAP000456_CAM01,CAP000456,S013,CAM01,frontal,upright,1,correct_target,0.18870000541210175,0.904,0.7819,4,Single clean target in frame
S013_SE01_CAP000456_CAM02,CAP000456,S013,CAM02,lateral,upright,5,multiple_candidates,0.39430001378059387,0.7719,0.587,4,Multiple candidates (5); Default YOLO correctly aligns with target
S013_SE01_CAP000457_CAM01,CAP000457,S013,CAM01,frontal,upright,3,multiple_candidates,0.1891999989748001,0.9047,0.7745,4,Multiple candidates (3); Default YOLO correctly aligns with target
S013_SE01_CAP000457_CAM02,CAP000457,S013,CAM02,lateral,upright,4,multiple_candidates,0.39570000767707825,0.8089,0.5996,4,Multiple candidates (4); Default YOLO correctly aligns with target
S013_SE01_CAP000458_CAM01,CAP000458,S013,CAM01,frontal,leaning_forward,2,multiple_candidates,0.22220000624656677,0.9242,0.7952,4,Multiple candidates (2); Default YOLO correctly aligns with target
S013_SE01_CAP000458_CAM02,CAP000458,S013,CAM02,lateral,leaning_forward,3,wrong_person_risk,0.29829999804496765,0.8813,0.5231,4,Multiple candidates (3); Default YOLO picks non-target candidate 0!
S013_SE01_CAP000459_CAM01,CAP000459,S013,CAM01,frontal,leaning_forward,2,multiple_candidates,0.2190999984741211,0.9123,0.7929,4,Multiple candidates (2); Default YOLO correctly aligns with target
S013_SE01_CAP000459_CAM02,CAP000459,S013,CAM02,lateral,leaning_forward,2,wrong_person_risk,0.2890999913215637,0.6343,0.411,4,Multiple candidates (2); Default YOLO picks non-target candidate 0!
S013_SE01_CAP000460_CAM01,CAP000460,S013,CAM01,frontal,leaning_forward,3,multiple_candidates,0.21719999611377716,0.9136,0.7824,4,Multiple candidates (3); Default YOLO correctly aligns with target
S013_SE01_CAP000460_CAM02,CAP000460,S013,CAM02,lateral,leaning_forward,2,wrong_person_risk,0.2809999883174896,0.6167,0.4139,4,Multiple candidates (2); Default YOLO picks non-target candidate 0!
S013_SE01_CAP000461_CAM01,CAP000461,S013,CAM01,frontal,leaning_forward,2,multiple_candidates,0.22139999270439148,0.919,0.7909,4,Multiple candidates (2); Default YOLO correctly aligns with target
S013_SE01_CAP000461_CAM02,CAP000461,S013,CAM02,lateral,leaning_forward,3,wrong_person_risk,0.3100000023841858,0.6803,0.4594,4,Multiple candidates (3); Default YOLO picks non-target candidate 0!
S013_SE01_CAP000462_CAM01,CAP000462,S013,CAM01,frontal,leaning_forward,3,multiple_candidates,0.21789999306201935,0.9174,0.7856,4,Multiple candidates (3); Default YOLO correctly aligns with target
S013_SE01_CAP000462_CAM02,CAP000462,S013,CAM02,lateral,leaning_forward,3,wrong_person_risk,0.3046000003814697,0.6919,0.4098,4,Multiple candidates (3); Default YOLO picks non-target candidate 0!
S013_SE01_CAP000463_CAM01,CAP000463,S013,CAM01,frontal,leaning_backward,3,multiple_candidates,0.1785999983549118,0.9329,0.7909,4,Multiple candidates (3); Default YOLO correctly aligns with target
S013_SE01_CAP000463_CAM02,CAP000463,S013,CAM02,lateral,leaning_backward,5,multiple_candidates,0.4052000045776367,0.8563,0.6365,4,Multiple candidates (5); Default YOLO correctly aligns with target
S013_SE01_CAP000464_CAM01,CAP000464,S013,CAM01,frontal,leaning_backward,3,multiple_candidates,0.17749999463558197,0.9323,0.7909,4,Multiple candidates (3); Default YOLO correctly aligns with target
S013_SE01_CAP000464_CAM02,CAP000464,S013,CAM02,lateral,leaning_backward,5,multiple_candidates,0.40939998626708984,0.8616,0.6532,4,Multiple candidates (5); Default YOLO correctly aligns with target
S013_SE01_CAP000465_CAM01,CAP000465,S013,CAM01,frontal,leaning_backward,3,multiple_candidates,0.17839999496936798,0.9314,0.7883,4,Multiple candidates (3); Default YOLO correctly aligns with target
S013_SE01_CAP000465_CAM02,CAP000465,S013,CAM02,lateral,leaning_backward,5,multiple_candidates,0.4065000116825104,0.8476,0.6905,4,Multiple candidates (5); Default YOLO correctly aligns with target
S013_SE01_CAP000466_CAM01,CAP000466,S013,CAM01,frontal,leaning_backward,3,multiple_candidates,0.179299995303154,0.927,0.7859,4,Multiple candidates (3); Default YOLO correctly aligns with target
S013_SE01_CAP000466_CAM02,CAP000466,S013,CAM02,lateral,leaning_backward,4,multiple_candidates,0.40549999475479126,0.8454,0.6368,4,Multiple candidates (4); Default YOLO correctly aligns with target
S013_SE01_CAP000467_CAM01,CAP000467,S013,CAM01,frontal,leaning_left,3,multiple_candidates,0.21379999816417694,0.9024,0.8103,4,Multiple candidates (3); Default YOLO correctly aligns with target
S013_SE01_CAP000467_CAM02,CAP000467,S013,CAM02,lateral,leaning_left,6,wrong_person_risk,0.32409998774528503,0.652,0.6103,4,Multiple candidates (6); Default YOLO picks non-target candidate 0!
S013_SE01_CAP000468_CAM01,CAP000468,S013,CAM01,frontal,leaning_left,3,multiple_candidates,0.21199999749660492,0.9001,0.8026,4,Multiple candidates (3); Default YOLO correctly aligns with target
S013_SE01_CAP000468_CAM02,CAP000468,S013,CAM02,lateral,leaning_left,5,wrong_person_risk,0.3325999975204468,0.6253,0.5601,4,Multiple candidates (5); Default YOLO picks non-target candidate 0!
S013_SE01_CAP000469_CAM01,CAP000469,S013,CAM01,frontal,leaning_left,1,correct_target,0.2085999995470047,0.9035,0.7828,4,Single clean target in frame
S013_SE01_CAP000469_CAM02,CAP000469,S013,CAM02,lateral,leaning_left,5,multiple_candidates,0.3314000070095062,0.7535,0.6028,4,Multiple candidates (5); Default YOLO correctly aligns with target
S013_SE01_CAP000470_CAM01,CAP000470,S013,CAM01,frontal,leaning_left,3,multiple_candidates,0.2110999971628189,0.9011,0.7901,4,Multiple candidates (3); Default YOLO correctly aligns with target
S013_SE01_CAP000470_CAM02,CAP000470,S013,CAM02,lateral,leaning_left,8,wrong_person_risk,0.32919999957084656,0.5818,0.5916,4,Multiple candidates (8); Default YOLO picks non-target candidate 0!
S013_SE01_CAP000471_CAM01,CAP000471,S013,CAM01,frontal,leaning_left,4,multiple_candidates,0.2079000025987625,0.9085,0.7793,4,Multiple candidates (4); Default YOLO correctly aligns with target
S013_SE01_CAP000471_CAM02,CAP000471,S013,CAM02,lateral,leaning_left,7,wrong_person_risk,0.34599998593330383,0.3971,0.5657,4,Multiple candidates (7); Default YOLO picks non-target candidate 0!
S013_SE01_CAP000472_CAM01,CAP000472,S013,CAM01,frontal,leaning_right,3,multiple_candidates,0.18379999697208405,0.918,0.7852,4,Multiple candidates (3); Default YOLO correctly aligns with target
S013_SE01_CAP000472_CAM02,CAP000472,S013,CAM02,lateral,leaning_right,5,wrong_person_risk,0.41940000653266907,0.8034,0.6176,4,Multiple candidates (5); Default YOLO picks non-target candidate 0!
S013_SE01_CAP000473_CAM01,CAP000473,S013,CAM01,frontal,leaning_right,4,multiple_candidates,0.1868000030517578,0.9113,0.7909,4,Multiple candidates (4); Default YOLO correctly aligns with target
S013_SE01_CAP000473_CAM02,CAP000473,S013,CAM02,lateral,leaning_right,5,wrong_person_risk,0.42669999599456787,0.6764,0.5382,4,Multiple candidates (5); Default YOLO picks non-target candidate 0!
S013_SE01_CAP000474_CAM01,CAP000474,S013,CAM01,frontal,leaning_right,4,multiple_candidates,0.1851000040769577,0.9041,0.8038,4,Multiple candidates (4); Default YOLO correctly aligns with target
S013_SE01_CAP000474_CAM02,CAP000474,S013,CAM02,lateral,leaning_right,2,multiple_candidates,0.4203000068664551,0.8172,0.5924,4,Multiple candidates (2); Default YOLO correctly aligns with target
S013_SE01_CAP000475_CAM01,CAP000475,S013,CAM01,frontal,leaning_right,6,multiple_candidates,0.18410000205039978,0.9116,0.7866,4,Multiple candidates (6); Default YOLO correctly aligns with target
S013_SE01_CAP000475_CAM02,CAP000475,S013,CAM02,lateral,leaning_right,4,multiple_candidates,0.4203999936580658,0.8238,0.6073,4,Multiple candidates (4); Default YOLO correctly aligns with target
S013_SE01_CAP000476_CAM01,CAP000476,S013,CAM01,frontal,leaning_right,5,multiple_candidates,0.18289999663829803,0.9119,0.783,4,Multiple candidates (5); Default YOLO correctly aligns with target
S013_SE01_CAP000476_CAM02,CAP000476,S013,CAM02,lateral,leaning_right,7,multiple_candidates,0.42260000109672546,0.7596,0.5691,4,Multiple candidates (7); Default YOLO correctly aligns with target
S013_SE01_CAP000477_CAM01,CAP000477,S013,CAM01,frontal,slouching,3,multiple_candidates,0.18060000240802765,0.9131,0.8383,4,Multiple candidates (3); Default YOLO correctly aligns with target
S013_SE01_CAP000477_CAM02,CAP000477,S013,CAM02,lateral,slouching,3,wrong_person_risk,0.3068000078201294,0.6619,0.4895,4,Multiple candidates (3); Default YOLO picks non-target candidate 0!
S013_SE01_CAP000478_CAM01,CAP000478,S013,CAM01,frontal,slouching,3,multiple_candidates,0.17960000038146973,0.9102,0.8249,4,Multiple candidates (3); Default YOLO correctly aligns with target
S013_SE01_CAP000478_CAM02,CAP000478,S013,CAM02,lateral,slouching,4,wrong_person_risk,0.2224999964237213,0.5195,0.4577,4,Multiple candidates (4); Default YOLO picks non-target candidate 0!
S013_SE01_CAP000479_CAM01,CAP000479,S013,CAM01,frontal,slouching,2,multiple_candidates,0.17810000479221344,0.919,0.8148,4,Multiple candidates (2); Default YOLO correctly aligns with target
S013_SE01_CAP000479_CAM02,CAP000479,S013,CAM02,lateral,slouching,3,wrong_person_risk,0.30149999260902405,0.2166,0.4611,4,Multiple candidates (3); Default YOLO picks non-target candidate 0!
S013_SE01_CAP000480_CAM01,CAP000480,S013,CAM01,frontal,slouching,2,multiple_candidates,0.17919999361038208,0.917,0.8314,4,Multiple candidates (2); Default YOLO correctly aligns with target
S013_SE01_CAP000480_CAM02,CAP000480,S013,CAM02,lateral,slouching,2,wrong_person_risk,0.30230000615119934,0.5144,0.4882,4,Multiple candidates (2); Default YOLO picks non-target candidate 0!
S013_SE01_CAP000481_CAM01,CAP000481,S013,CAM01,frontal,slouching,2,multiple_candidates,0.17829999327659607,0.9148,0.8366,4,Multiple candidates (2); Default YOLO correctly aligns with target
S013_SE01_CAP000481_CAM02,CAP000481,S013,CAM02,lateral,slouching,4,wrong_person_risk,0.2214999943971634,0.5027,0.4654,4,Multiple candidates (4); Default YOLO picks non-target candidate 0!
S013_SE01_CAP000482_CAM01,CAP000482,S013,CAM01,frontal,forward_head,2,multiple_candidates,0.1881999969482422,0.9046,0.8466,4,Multiple candidates (2); Default YOLO correctly aligns with target
S013_SE01_CAP000482_CAM02,CAP000482,S013,CAM02,lateral,forward_head,3,wrong_person_risk,0.2890999913215637,0.396,0.2794,3,Multiple candidates (3); Default YOLO picks non-target candidate 0!
S013_SE01_CAP000483_CAM01,CAP000483,S013,CAM01,frontal,forward_head,2,multiple_candidates,0.1973000019788742,0.9191,0.8228,4,Multiple candidates (2); Default YOLO correctly aligns with target
S013_SE01_CAP000483_CAM02,CAP000483,S013,CAM02,lateral,forward_head,3,wrong_person_risk,0.013000000268220901,0.2815,0.3966,4,Multiple candidates (3); Default YOLO picks non-target candidate 0!
S013_SE01_CAP000484_CAM01,CAP000484,S013,CAM01,frontal,forward_head,3,multiple_candidates,0.19380000233650208,0.9065,0.8325,4,Multiple candidates (3); Default YOLO correctly aligns with target
S013_SE01_CAP000484_CAM02,CAP000484,S013,CAM02,lateral,forward_head,2,wrong_person_risk,0.014999999664723873,0.1907,0.2326,3,Multiple candidates (2); Default YOLO picks non-target candidate 0!
S013_SE01_CAP000485_CAM01,CAP000485,S013,CAM01,frontal,forward_head,3,multiple_candidates,0.19539999961853027,0.9103,0.8207,4,Multiple candidates (3); Default YOLO correctly aligns with target
S013_SE01_CAP000485_CAM02,CAP000485,S013,CAM02,lateral,forward_head,1,correct_target,0.1388999968767166,0.8678,0.3209,3,Single clean target in frame
S013_SE01_CAP000486_CAM01,CAP000486,S013,CAM01,frontal,forward_head,3,multiple_candidates,0.19480000436306,0.9104,0.8275,4,Multiple candidates (3); Default YOLO correctly aligns with target
S013_SE01_CAP000486_CAM02,CAP000486,S013,CAM02,lateral,forward_head,2,wrong_person_risk,0.01489999983459711,0.2202,0.2175,3,Multiple candidates (2); Default YOLO picks non-target candidate 0!
S013_SE01_CAP000487_CAM01,CAP000487,S013,CAM01,frontal,reject,3,multiple_candidates,0.3644999861717224,0.9302,0.5095,4,Multiple candidates (3); Default YOLO correctly aligns with target
S013_SE01_CAP000487_CAM02,CAP000487,S013,CAM02,lateral,reject,4,multiple_candidates,0.33739998936653137,0.9321,0.3586,3,Multiple candidates (4); Default YOLO correctly aligns with target
S014_SE01_CAP000488_CAM01,CAP000488,S014,CAM01,frontal,upright,3,multiple_candidates,0.18520000576972961,0.9281,0.7336,4,Multiple candidates (3); Default YOLO correctly aligns with target
S014_SE01_CAP000488_CAM02,CAP000488,S014,CAM02,lateral,upright,4,multiple_candidates,0.3037000000476837,0.8986,0.4736,4,Multiple candidates (4); Default YOLO correctly aligns with target
S014_SE01_CAP000489_CAM01,CAP000489,S014,CAM01,frontal,upright,3,multiple_candidates,0.18449999392032623,0.9303,0.732,4,Multiple candidates (3); Default YOLO correctly aligns with target
S014_SE01_CAP000489_CAM02,CAP000489,S014,CAM02,lateral,upright,5,multiple_candidates,0.321399986743927,0.8848,0.4567,4,Multiple candidates (5); Default YOLO correctly aligns with target
S014_SE01_CAP000490_CAM01,CAP000490,S014,CAM01,frontal,upright,3,multiple_candidates,0.18469999730587006,0.9305,0.7338,4,Multiple candidates (3); Default YOLO correctly aligns with target
S014_SE01_CAP000490_CAM02,CAP000490,S014,CAM02,lateral,upright,3,multiple_candidates,0.3086000084877014,0.8816,0.5238,4,Multiple candidates (3); Default YOLO correctly aligns with target
S014_SE01_CAP000491_CAM01,CAP000491,S014,CAM01,frontal,upright,3,multiple_candidates,0.1850000023841858,0.931,0.7327,4,Multiple candidates (3); Default YOLO correctly aligns with target
S014_SE01_CAP000491_CAM02,CAP000491,S014,CAM02,lateral,upright,5,multiple_candidates,0.30660000443458557,0.8873,0.5682,4,Multiple candidates (5); Default YOLO correctly aligns with target
S014_SE01_CAP000492_CAM01,CAP000492,S014,CAM01,frontal,upright,2,multiple_candidates,0.18459999561309814,0.9302,0.7329,4,Multiple candidates (2); Default YOLO correctly aligns with target
S014_SE01_CAP000492_CAM02,CAP000492,S014,CAM02,lateral,upright,3,multiple_candidates,0.3012000024318695,0.8995,0.5364,4,Multiple candidates (3); Default YOLO correctly aligns with target
S014_SE01_CAP000493_CAM01,CAP000493,S014,CAM01,frontal,leaning_forward,3,multiple_candidates,0.19930000603199005,0.9219,0.7692,4,Multiple candidates (3); Default YOLO correctly aligns with target
S014_SE01_CAP000493_CAM02,CAP000493,S014,CAM02,lateral,leaning_forward,3,wrong_person_risk,0.2526000142097473,0.7831,0.5442,4,Multiple candidates (3); Default YOLO picks non-target candidate 0!
S014_SE01_CAP000494_CAM01,CAP000494,S014,CAM01,frontal,leaning_forward,3,multiple_candidates,0.19990000128746033,0.9238,0.7715,4,Multiple candidates (3); Default YOLO correctly aligns with target
S014_SE01_CAP000494_CAM02,CAP000494,S014,CAM02,lateral,leaning_forward,5,wrong_person_risk,0.295199990272522,0.7253,0.5251,4,Multiple candidates (5); Default YOLO picks non-target candidate 0!
S014_SE01_CAP000495_CAM01,CAP000495,S014,CAM01,frontal,leaning_forward,4,multiple_candidates,0.19859999418258667,0.9255,0.7725,4,Multiple candidates (4); Default YOLO correctly aligns with target
S014_SE01_CAP000495_CAM02,CAP000495,S014,CAM02,lateral,leaning_forward,5,multiple_candidates,0.2508000135421753,0.793,0.5614,4,Multiple candidates (5); Default YOLO correctly aligns with target
S014_SE01_CAP000496_CAM01,CAP000496,S014,CAM01,frontal,leaning_forward,4,multiple_candidates,0.1988999992609024,0.925,0.7712,4,Multiple candidates (4); Default YOLO correctly aligns with target
S014_SE01_CAP000496_CAM02,CAP000496,S014,CAM02,lateral,leaning_forward,5,multiple_candidates,0.2973000109195709,0.7876,0.4965,4,Multiple candidates (5); Default YOLO correctly aligns with target
S014_SE01_CAP000497_CAM01,CAP000497,S014,CAM01,frontal,leaning_backward,6,multiple_candidates,0.16779999434947968,0.9227,0.7351,4,Multiple candidates (6); Default YOLO correctly aligns with target
S014_SE01_CAP000497_CAM02,CAP000497,S014,CAM02,lateral,leaning_backward,2,multiple_candidates,0.33500000834465027,0.8952,0.4823,4,Multiple candidates (2); Default YOLO correctly aligns with target
S014_SE01_CAP000498_CAM01,CAP000498,S014,CAM01,frontal,leaning_backward,6,multiple_candidates,0.16539999842643738,0.92,0.7386,4,Multiple candidates (6); Default YOLO correctly aligns with target
S014_SE01_CAP000498_CAM02,CAP000498,S014,CAM02,lateral,leaning_backward,3,multiple_candidates,0.33660000562667847,0.8903,0.4935,3,Multiple candidates (3); Default YOLO correctly aligns with target
S014_SE01_CAP000499_CAM01,CAP000499,S014,CAM01,frontal,leaning_backward,6,multiple_candidates,0.16910000145435333,0.9189,0.7493,4,Multiple candidates (6); Default YOLO correctly aligns with target
S014_SE01_CAP000499_CAM02,CAP000499,S014,CAM02,lateral,leaning_backward,4,multiple_candidates,0.3221000134944916,0.8574,0.494,4,Multiple candidates (4); Default YOLO correctly aligns with target
S014_SE01_CAP000500_CAM01,CAP000500,S014,CAM01,frontal,leaning_backward,5,multiple_candidates,0.1696999967098236,0.9192,0.7371,4,Multiple candidates (5); Default YOLO correctly aligns with target
S014_SE01_CAP000500_CAM02,CAP000500,S014,CAM02,lateral,leaning_backward,2,multiple_candidates,0.3343999981880188,0.861,0.5047,3,Multiple candidates (2); Default YOLO correctly aligns with target
S014_SE01_CAP000501_CAM01,CAP000501,S014,CAM01,frontal,leaning_backward,6,multiple_candidates,0.1647000014781952,0.9208,0.7393,4,Multiple candidates (6); Default YOLO correctly aligns with target
S014_SE01_CAP000501_CAM02,CAP000501,S014,CAM02,lateral,leaning_backward,2,multiple_candidates,0.30889999866485596,0.9033,0.4915,4,Multiple candidates (2); Default YOLO correctly aligns with target
S014_SE01_CAP000502_CAM01,CAP000502,S014,CAM01,frontal,leaning_left,6,multiple_candidates,0.20909999310970306,0.9183,0.7463,4,Multiple candidates (6); Default YOLO correctly aligns with target
S014_SE01_CAP000502_CAM02,CAP000502,S014,CAM02,lateral,leaning_left,3,multiple_candidates,0.27160000801086426,0.8748,0.5721,4,Multiple candidates (3); Default YOLO correctly aligns with target
S014_SE01_CAP000503_CAM01,CAP000503,S014,CAM01,frontal,leaning_left,5,multiple_candidates,0.2045000046491623,0.9158,0.7396,4,Multiple candidates (5); Default YOLO correctly aligns with target
S014_SE01_CAP000503_CAM02,CAP000503,S014,CAM02,lateral,leaning_left,3,wrong_person_risk,0.2797999978065491,0.8362,0.6067,4,Multiple candidates (3); Default YOLO picks non-target candidate 0!
S014_SE01_CAP000504_CAM01,CAP000504,S014,CAM01,frontal,leaning_left,4,multiple_candidates,0.2004999965429306,0.9066,0.7465,4,Multiple candidates (4); Default YOLO correctly aligns with target
S014_SE01_CAP000504_CAM02,CAP000504,S014,CAM02,lateral,leaning_left,2,multiple_candidates,0.2791000008583069,0.8946,0.6111,4,Multiple candidates (2); Default YOLO correctly aligns with target
S014_SE01_CAP000505_CAM01,CAP000505,S014,CAM01,frontal,leaning_left,5,multiple_candidates,0.19349999725818634,0.8952,0.7614,4,Multiple candidates (5); Default YOLO correctly aligns with target
S014_SE01_CAP000505_CAM02,CAP000505,S014,CAM02,lateral,leaning_left,3,multiple_candidates,0.2741999924182892,0.9061,0.602,4,Multiple candidates (3); Default YOLO correctly aligns with target
S014_SE01_CAP000506_CAM01,CAP000506,S014,CAM01,frontal,leaning_left,3,multiple_candidates,0.20250000059604645,0.9219,0.7569,4,Multiple candidates (3); Default YOLO correctly aligns with target
S014_SE01_CAP000506_CAM02,CAP000506,S014,CAM02,lateral,leaning_left,3,multiple_candidates,0.27459999918937683,0.8952,0.6096,4,Multiple candidates (3); Default YOLO correctly aligns with target
S014_SE01_CAP000507_CAM01,CAP000507,S014,CAM01,frontal,leaning_right,3,multiple_candidates,0.20730000734329224,0.9126,0.7448,4,Multiple candidates (3); Default YOLO correctly aligns with target
S014_SE01_CAP000507_CAM02,CAP000507,S014,CAM02,lateral,leaning_right,2,multiple_candidates,0.35030001401901245,0.9097,0.4582,3,Multiple candidates (2); Default YOLO correctly aligns with target
S014_SE01_CAP000508_CAM01,CAP000508,S014,CAM01,frontal,leaning_right,3,multiple_candidates,0.2092999964952469,0.9186,0.744,4,Multiple candidates (3); Default YOLO correctly aligns with target
S014_SE01_CAP000508_CAM02,CAP000508,S014,CAM02,lateral,leaning_right,2,multiple_candidates,0.3479999899864197,0.901,0.4838,4,Multiple candidates (2); Default YOLO correctly aligns with target
S014_SE01_CAP000509_CAM01,CAP000509,S014,CAM01,frontal,leaning_right,3,multiple_candidates,0.2092999964952469,0.927,0.7414,4,Multiple candidates (3); Default YOLO correctly aligns with target
S014_SE01_CAP000509_CAM02,CAP000509,S014,CAM02,lateral,leaning_right,2,multiple_candidates,0.3476000130176544,0.8995,0.4906,4,Multiple candidates (2); Default YOLO correctly aligns with target
S014_SE01_CAP000510_CAM01,CAP000510,S014,CAM01,frontal,leaning_right,3,multiple_candidates,0.20880000293254852,0.9148,0.7453,4,Multiple candidates (3); Default YOLO correctly aligns with target
S014_SE01_CAP000510_CAM02,CAP000510,S014,CAM02,lateral,leaning_right,2,multiple_candidates,0.3499999940395355,0.8972,0.4747,4,Multiple candidates (2); Default YOLO correctly aligns with target
S014_SE01_CAP000511_CAM01,CAP000511,S014,CAM01,frontal,slouching,3,multiple_candidates,0.17560000717639923,0.9291,0.7411,4,Multiple candidates (3); Default YOLO correctly aligns with target
S014_SE01_CAP000511_CAM02,CAP000511,S014,CAM02,lateral,slouching,3,multiple_candidates,0.295199990272522,0.8729,0.4702,4,Multiple candidates (3); Default YOLO correctly aligns with target
S014_SE01_CAP000512_CAM01,CAP000512,S014,CAM01,frontal,slouching,3,multiple_candidates,0.17649999260902405,0.9301,0.744,4,Multiple candidates (3); Default YOLO correctly aligns with target
S014_SE01_CAP000512_CAM02,CAP000512,S014,CAM02,lateral,slouching,2,multiple_candidates,0.2906999886035919,0.8612,0.4975,4,Multiple candidates (2); Default YOLO correctly aligns with target
S014_SE01_CAP000513_CAM01,CAP000513,S014,CAM01,frontal,slouching,3,multiple_candidates,0.17730000615119934,0.9298,0.7618,4,Multiple candidates (3); Default YOLO correctly aligns with target
S014_SE01_CAP000513_CAM02,CAP000513,S014,CAM02,lateral,slouching,3,multiple_candidates,0.28110000491142273,0.8524,0.4704,4,Multiple candidates (3); Default YOLO correctly aligns with target
S014_SE01_CAP000514_CAM01,CAP000514,S014,CAM01,frontal,slouching,4,multiple_candidates,0.1770000010728836,0.9292,0.7571,4,Multiple candidates (4); Default YOLO correctly aligns with target
S014_SE01_CAP000514_CAM02,CAP000514,S014,CAM02,lateral,slouching,3,multiple_candidates,0.28859999775886536,0.8207,0.4241,4,Multiple candidates (3); Default YOLO correctly aligns with target
S014_SE01_CAP000515_CAM01,CAP000515,S014,CAM01,frontal,slouching,4,multiple_candidates,0.17730000615119934,0.9297,0.7628,4,Multiple candidates (4); Default YOLO correctly aligns with target
S014_SE01_CAP000515_CAM02,CAP000515,S014,CAM02,lateral,slouching,2,multiple_candidates,0.2759000062942505,0.8442,0.475,4,Multiple candidates (2); Default YOLO correctly aligns with target
S014_SE01_CAP000516_CAM01,CAP000516,S014,CAM01,frontal,forward_head,2,multiple_candidates,0.17569999396800995,0.9269,0.7719,4,Multiple candidates (2); Default YOLO correctly aligns with target
S014_SE01_CAP000516_CAM02,CAP000516,S014,CAM02,lateral,forward_head,4,multiple_candidates,0.2921000123023987,0.8511,0.4953,4,Multiple candidates (4); Default YOLO correctly aligns with target
